kind,ref_anchor,ref_type,ref_status,blind_file_line,blind_type,blind_status,ref_quote,blind_quote
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:47,verdict,verified,,,,回滚后停止是最差策略**（t=−5.76）——E27 说它略好,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:74,verdict,verified,,,,无条件回退必然在一种场景下有害,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:85,method,open,,,,审计时**在当前世界上同时测** champion 与历史最优配置,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:101,result,verified,,,,回退次数：drift 从 1.4 降到 0.1，重锚从 0 升到 0.9 —— 判别确实生效了,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:120,parameter,open,,,,degrade_thr = 0.01`、`diagnose_delta = 0.01,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:129,verdict,verified,,,,污染场景 +0.179 (t=9.14)；漂移场景 −0.080 (t=−4.52),
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:130,verdict,verified,,,,"E27""可回滚不是主要应对"" | **反了：它是 corrupt 下最强的单一机制",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:153,verdict,verified,,,,三条全错，其中两条方向相反,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:161,verdict,open,,,,"正确的问题是""**发生了什么**""——动作的价值由状态决定",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:171,hypothesis,open,,,,判别只做了两类**。E12 的四态（收敛/卡住/漂移/失败）未完整实现,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:48,verdict,open,,,,这个世界的噪声会淹没任何对策的效果,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:86,parameter,open,,,,sd=0.0899（原世界 0.031，提升 2.9 倍,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:106,result,verified,,,,强信号 + 盲评：**3.7%**（系统学真信号，surf 被压制,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:108,verdict,verified,,,,surf 爆炸 = 真值信号弱的症状，不是独立的攻击,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:112,result,verified,,,,强信号 + 盲评：剥离几乎无损（+0.2139 vs +0.2163，差 0.0024,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:141,hypothesis,open,,,,审计看不见表象 → 系统更自由地推高它,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:143,method,open,,,,"新增负面清单第 20 条：不要让审计""看不见""某个通道",
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:167,result,verified,,,,个体范围 −0.107 到 +0.337，跨度 0.44。**信噪比约 1:1,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:175,method,open,,,,必须报告 **sd 与逐 seed 分布**，不能只报均值,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:186,verdict,verified,,,,P0（已缓解，需重新标定）· 展示权重膨胀,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:189,verdict,verified,,,,"surf 占比由""是否有真信号可学""决定。**surf 膨胀是真值信号弱的症状",
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:191,result,open,,,,盲评后仍有 8.3% 残留（强信号）与 81.5%（弱信号）,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:192,hypothesis,open,,,,弱信号下的残留几乎无害（corr 仅 −0.13），**但需在真实信号强度下重新验证,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:206,result,open,,,,81.5% 残留**未找到解药。但已确认其危害微弱,
A-UNMATCHED,大审查/混元/P0验证_展示权重爆炸.md:208,hypothesis,open,,,,"值得单独研究：是否所有""让审计看不见""的做法都会助长滥用",
A-UNMATCHED,大审查/混元/HANDOVER.md:84,result,verified,,,,档案宽松准入 + 双门仅管**晋升** | **20/20,
A-UNMATCHED,大审查/混元/HANDOVER.md:86,verdict,open,,,,"严格门控使系统无法跨越适应度低谷**——每代都必须变好，那""先退一步""的路径就永久封死",
A-UNMATCHED,大审查/混元/HANDOVER.md:108,parameter,open,,,,"judge 评分 = `α × 真值 + (1−α) × 表象`，调 `α` 可模拟""judge 有多容易被忽悠",
A-UNMATCHED,大审查/混元/HANDOVER.md:159,verdict,superseded,,,,跨库迁移配置 | E18（**比从零演化还差,
A-UNMATCHED,大审查/混元/HANDOVER.md:166,verdict,open,,,,把盲评做到极致 | E100（天花板仅 +0.081,
A-UNMATCHED,大审查/混元/HANDOVER.md:167,verdict,verified,,,,复合危险下仍用大幅度 | E115（v4-B +0.053 < v4-A +0.069）,
A-UNMATCHED,大审查/混元/HANDOVER.md:168,verdict,verified,,,,用配置空间的审计应对数据空间污染 | E119（−0.067）,
A-UNMATCHED,大审查/混元/HANDOVER.md:171,verdict,open,,,,"共同点：全部是""让机制更聪明的改良",
A-UNMATCHED,大审查/混元/HANDOVER.md:174,method,open,,,,不要发明新启发式，去测量已经在那里但没人看的东西,
A-UNMATCHED,大审查/混元/HANDOVER.md:182,result,verified,,,,真正兜底的是盲评**。审计 100% 失效时,
A-UNMATCHED,大审查/混元/HANDOVER.md:183,verdict,open,,,,盲评是**地基**——边际小 ≠ 不重要,
A-UNMATCHED,大审查/混元/HANDOVER.md:205,verdict,verified,,,,写入（数据空间）** | **整理（数据空间）** | 单独写入 −0.055,
A-UNMATCHED,大审查/混元/HANDOVER.md:237,hypothesis,open,,,,八成是特征没记全，不是自演化没用,
A-UNMATCHED,大审查/混元/HANDOVER.md:265,method,open,,,,"结果""过于整齐""= bug 信号** | 展示权重恒 0.000（零乘锁死）、cap 三档完全相同（Pareto 写成 ",
A-UNMATCHED,大审查/混元/HANDOVER.md:278,method,open,,,,judge 分数永不对外报告**（E85：膨胀 349×）,
A-UNMATCHED,大审查/混元/HANDOVER.md:282,method,open,,,,大幅度必须与审计配对；危险≥3 时降档到 1.0,
A-UNMATCHED,大审查/混元/HANDOVERv4.md:235,result,verified,,,,历史最优确实更好 → 回退；否则 → 重锚。**drift +0.077 (t=4.34)，corrupt 零损失,
A-UNMATCHED,大审查/混元/HANDOVERv4.md:260,method,open,,,,"报告格式必须是 `均值 ± 标准误 (t=?, n=?)",
A-UNMATCHED,大审查/混元/README_内核.md:7,parameter,verified,,,,27 项验收测试（全过,
A-UNMATCHED,大审查/混元/README_内核.md:21,method,open,,,,元层 Meta    —— 效用函数/任务集/探针/预算，frozen，系统无写入方法,
A-UNMATCHED,大审查/混元/README_内核.md:39,method,verified,,,,盲评剥离表象 | E87/E100/E111 | 表象操纵收益 0.558→0.460,
A-UNMATCHED,大审查/混元/README_内核.md:41,method,verified,,,,宽松准入 + 严格晋升 | **E7**（0/20 vs 20/20）,
A-UNMATCHED,大审查/混元/README_内核.md:42,parameter,open,,,,温度采样 0.3 | E104 | +0.016（大幅度下减弱）,
A-UNMATCHED,大审查/混元/README_内核.md:43,method,open,,,,干净双目标 Pareto | E96/F-21 修正 | cap≥8 后平坦,
A-UNMATCHED,大审查/混元/README_内核.md:45,method,verified,,,,实测 = 采纳率 | E32 | 0.711 vs 自称 0.495,
A-UNMATCHED,大审查/混元/README_内核.md:47,method,verified,,,,世界变了靠重锚，不靠回退 | E26/E67 | 漂移下 +0.030,
A-UNMATCHED,大审查/混元/README_内核.md:48,parameter,open,,,,耗尽即停 | E64/E93 | 门槛 300,
A-UNMATCHED,大审查/混元/README_内核.md:49,parameter,verified,,,,危险≥3 → scale=1.0 | E115 | 复合下 v4-A > v4-B,
A-UNMATCHED,大审查/混元/README_内核.md:50,parameter,open,,,,每 10 代换 seed | E84 | 防探针污染,
A-UNMATCHED,大审查/混元/README_内核.md:66,method,open,,,,"用廉价筛选采纳""的代码在类型上就不成立",
A-UNMATCHED,大审查/混元/README_内核.md:78,result,verified,,,,膨胀 349 倍**（自报 +8.66 / 真实 +0.025）,
A-UNMATCHED,大审查/混元/README_内核.md:88,verdict,open,,,,展示权重恒为 0.000，因为 `0 * 倍数 = 0`，起点为 0 永远出不去,
A-UNMATCHED,大审查/混元/README_内核.md:103,result,verified,,,,"持续漂移下""冻结后简单恢复""会**停摆 26.5/30 代",
A-UNMATCHED,大审查/混元/README_内核.md:104,verdict,verified,,,,"回退只在""配置跑飞""时有效；世界变了回退无用，必须重锚",
A-UNMATCHED,大审查/混元/README_内核.md:130,result,verified,,,,**3.0** | **−0.0052** | −0.0350 | **+0.0297**,
A-UNMATCHED,大审查/混元/README_内核.md:142,method,open,,,,必须先尝试回退几次，确认无效后才重锚,
A-UNMATCHED,大审查/混元/README_内核.md:169,verdict,open,,,,T7 与 T13 是回归测试**——它们守护的是我自己在实验中犯过的实现错误,
A-UNMATCHED,大审查/混元/README_内核.md:177,hypothesis,open,,,,仍是人工构造的加权函数**，不是真实 LLM。真实 judge 的偏差相关性未知,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:3,verdict,open,,,,自演化（系统能自主改进自己，且改进本身可审计、可测量、可回滚,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:16,verdict,open,,,,eval 不可信是**可以修复的工程问题**，而且**自演化机制本身正是发现这类缺陷的最强手段,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:52,result,verified,,,,"无法刷分**。原因不是检测更聪明，而是**结构性的**：`K=5` 和评测协议都在元层固定，堆权重改变不了""只有 5 个",
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:58,parameter,open,,,,真信号只有 60% 可靠；伪特征 `spur` 在训练集上 100% 指向金标、**在留出集上方向反转,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:70,hypothesis,open,,,,前两版实验（evolve.py / evolve2.py）我没能造出这个差异——世界太干净、伪信号太弱、每组条目数 < ,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:91,parameter,open,,,,采样父代（70% 取 top3，30% 随机 —— 保持多样性，避免局部最优）,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:102,method,open,,,,双门判定：Δ(train) > margin  AND  Δ(held-out) > margin,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:110,verdict,open,,,,留出集门**——实验 3 证明这是防过拟合的唯一有效手段,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:129,verdict,open,,,,最大的现实障碍不是架构，是**没有任务集,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:146,parameter,open,,,,命中金标 +1，每掺入 1 条无关条目,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:162,method,open,,,,元层不可被自动修改**——系统永远不能改评判自己的尺子,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:163,method,open,,,,"自演化不能修改""自演化能否发生""的规则**——否则可能自我关闭监督",
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:166,method,open,,,,能力声明不得强于实际能力**（公理 G）——不声称防住了③档,
A-UNMATCHED,大审查/混元/bootstrap_自演化架构设计方案.md:212,verdict,open,,,,真正的前置条件只有一个：**有一把可信的尺子,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:12,method,open,,,,当作不可改的事实层，把它的**法层**（检索权重、热度预算、TTL、重组方式、importance 口径）参数化为「基因,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:154,result,verified,,,,前沿 5 点；`hot=20` → recall .375/cost .047；`hot=400` → recall .,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:170,result,verified,,,,50/100/200/400 条目全树重算 | 0.021 / 0.038 / 0.073 / 0.140 s → **,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:200,method,contradicted,,,,第 30 代目标权重从「召回优先」切到「排序优先」 | 灾难性遗忘（H3）,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:357,result,verified,,,,回撤从 0.030–0.040 降到 0.009–0.016（降 60–75%），四个 α 的配对 bootstrap ,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:358,result,verified,,,,冻结后自报−真实缺口仍残留 +0.14~+0.21。这与报告 E26/E27 一致——真正解决问题的是**重锚**（重新,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:391,method,open,,,,若后续修改 `bootstrap_v3.py`，**必须重跑 `selftest`**，否则后续所有数据作废,
A-UNMATCHED,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:406,verdict,verified,,,,阈值是世界的函数，不是常数,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:11,result,verified,,,,zip↔解包 87 文件逐字节一致 | ✅ | 0 不一致（首轮 87 全不符系**我方复核脚本路径双叠**，非包损坏,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:13,method,verified,,,,内核独立加载（504 行，不入对方 verify 流程） | ✅ | importlib 显式 sys.modules ,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:14,verdict,verified,,,,"ScreenResult 无 accept | ✅ | 取值 ('reject','unknown')——廉价筛选类型上",
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:16,parameter,verified,,,,Meta 冻结不可变 | ✅ | budget=300 / signature=HUMAN-SIGNED,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:17,verdict,verified,,,,元层关键数字与声明一致 | ✅ | 预算 300（E93）/危险阈值 3（E115）/盲评 0.95（E87）/审计 5,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:23,verdict,verified,,,,kernel.py v1**：三层架构（Meta/Policy/Row）+ 类型级红线的可运行内核，27 项验收全过。法,
A-UNMATCHED,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:33,verdict,verified,,,,独立收敛点 | 两级门控/锚定不衰减/实测重要度/停摆=零采纳/预算门槛 | 同左（真引擎复现）,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:89,result,verified,,,,廉价筛选只淘汰（正确用法）** | **+0.0150** | **25.4**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:90,result,verified,,,,廉价筛选也用于采纳（错误用法） | **−0.2728,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:193,result,verified,,,,留出集 0.033→0.814，8/8 为正,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:196,result,verified,,,,准入严格 0/20；宽松准入+严格晋升 20/20,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:197,result,verified,,,,自报 0.094 vs 真实 0.025（3.7×）,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:198,result,verified,,,,真目标 −0.21，审计第 21 代捕获,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:200,result,verified,,,,结构演化 | 无收益（世界无结构可发现） | 否定性,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第三轮.md:212,method,verified,,,,廉价筛选器只能返回 reject 或 unknown**（E13，类型级保证,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:66,verdict,verified,,,,我上一轮的推荐在漂移环境下会主动放大污染。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:102,result,verified,,,,Pareto 档案不只防住遗忘，还让 A 达到 0.719——高于起点。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:116,result,verified,,,,**固定 margin 0.05** | **0.42**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:170,method,superseded,,,,这直接降低假阳性（E17：0.42 → 0.08）。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:243,verdict,superseded,,,,**评判者漂移** | **自报 +0.51，真实 −0.09；锚定审计 8/8 检出**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第四轮.md:244,verdict,verified,,,,**近因加权是毒** | **第三轮建议在漂移下放大污染** | **自我证伪**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第五轮.md:30,result,verified,,,,0.90 | **8/8** | **3.8**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第五轮.md:50,result,verified,,,,**红队** | 固定 margin | **0.7310** | **+0.2060**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第五轮.md:239,result,verified,,,,修正后：自报 +1.50，真实 −0.83** | **决定性**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:4,verdict,verified,,,,2 条建议被推翻、1 条主张未获证实、1 条假设被证实且比预期更危险,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:41,result,verified,,,,**−0.055** | **−0.0100**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:52,result,verified,,,,移除它，冻结 margin 下也从 +0.160 跌到 +0.025,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:114,result,verified,,,,渐进升级（第一次恢复、第二次重锚）在持续漂移下最优（+0.086）,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:144,result,verified,,,,0.861 | 0.058 | **−0.803**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第六轮.md:154,method,verified,,,,"正确做法是**减少目标数量**——只合并**语义上确实等价**的目标（如""token 成本""与""API 调用次数""），而",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第七轮.md:117,result,verified,,,,"不筛选""是本操作点的最优解**",
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第九轮.md:37,result,verified,,,,准入也用严格门**（违 E7） | **+0.1650** | **+0.0625** ← 反而更好,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第九轮.md:41,result,verified,,,,**margin=0.15**（违 E29b） | **+0.0000** | **−0.1025**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第九轮.md:165,verdict,verified,,,,修正后的架构在无漂移时比 v3 好 41%，**在有漂移时 v3 退化到 −0.112（不如不演化），而修正后架构保持 ,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十轮.md:16,result,verified,,,,双开 +0.40、单开 −0.10。要到全局最优必须先经过低谷。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十轮.md:32,result,verified,,,,无留出集门（违规） | **−0.2597** | **+1.436**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十一轮.md:26,hypothesis,open,,,,规避基因是变异的**随机产物**而非被抓后的响应，那么连首次检出也可能被延缓。本实验未测该变体，这是残留风险。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十一轮.md:77,result,verified,,,,峰值均值 = 终值均值 = 0.1119，塌方次数 0/8。**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十二轮.md:29,verdict,verified,,,,双门不只是防过拟合（E3），它同时是一个噪声过滤器**。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十二轮.md:51,verdict,verified,,,,质量更重要**。这与 E17（显著性由样本量决定）、E9（τ 随样本数上升）一致：少而准的评估 > 多而糙的评估。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十二轮.md:68,verdict,verified,,,,当自适应规则的目标值（20%）与实际环境的稳态值不匹配时，它会单向漂移到边界。**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十三轮.md:100,verdict,verified,,,,当所有参数同时放大 3–5× 时，系统仍能工作。这说明**各参数的失配效应不是简单叠加**。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十四轮.md:21,result,verified,,,,**全场景均值** | **+0.0416** | **+0.0942** | **+0.0526**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十四轮.md:47,result,verified,,,,+ 锚定审计 + 重锚（P1） | **+0.1791** | **+0.1037**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十四轮.md:72,result,verified,,,,**300** | **32%** | **+0.1360**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十四轮.md:175,result,verified,,,,margin=0.15 → **+0.0000（零采纳，完全停摆）**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十七轮.md:14,result,verified,,,,**极简**（审计 + Pareto） | +0.1460 | **89%**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十七轮.md:87,result,verified,,,,内部指标与正常运行时完全无法区分**（采纳次数 2.5–2.9 vs 正常 2.6，停滞代数全部为 0）。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十七轮.md:93,verdict,verified,,,,漂移中的系统采纳更多（2.9 > 2.6）、自评更好（E14：自报 +1.50 而真实 −0.83）。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十七轮.md:108,result,verified,,,,**v4 完整** | **−0.2608**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十七轮.md:149,verdict,verified,,,,前两项 = 89% 收益，且零代价。这是实施的最小可行集。**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十五轮.md:15,result,verified,,,,停摆监控 | **+0.0000** | +0.1463 | **+0.1463**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十五轮.md:44,result,verified,,,,deceptive | **−0.0197** | **+0.0550** ← 翻转,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十五轮.md:90,result,verified,,,,**从不刷新** | **−0.0610**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十五轮.md:117,result,verified,,,,**从不签名** | **−0.0781**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十五轮.md:125,result,verified,,,,签名与否无差别（都是 +0.1244）**。,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十六轮.md:16,result,verified,,,,**按总量（现行）** | **−0.0387** | **+0.295**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十六轮.md:17,result,verified,,,,按成分（我的改良） | −0.2249 | +1.114 |,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十六轮.md:125,result,verified,,,,**直接点火**（8 任务，0 判断） | +0.0575 | **8**,
A-UNMATCHED,大审查/混元/bootstrap_自演化推演_第十六轮.md:147,verdict,verified,,,,效用函数（尺子）比任务集（题目）更稀缺**。这符合直觉：题目可以少而精，但尺子歪了则全盘皆错。,
A-UNMATCHED,大审查/混元/v3.8bootstrap_v3_修复工单.md:3,parameter,verified,,,,全量代码审查（2415 行静态通读 + 实际运行验证 + 17 组定向缺陷探针）,
A-UNMATCHED,大审查/混元/v3.8bootstrap_v3_修复工单.md:196,result,verified,,,,无条件重写全部交付文件。全过程无备份、无 attic、无事务。违反铁律 1,
A-UNMATCHED,大审查/混元/v3.8bootstrap_v3_修复工单.md:1032,verdict,verified,,,,三态分离**（L589-614）：error=未对账，不计入通过，判定诚实,
A-UNMATCHED,大审查/混元/v3.9bootstrap_v3_v4重构工单集.md:49,parameter,verified,,,,合计约 11.6 人日**（不含第一批）,
A-UNMATCHED,大审查/混元/v3.9bootstrap_v3_v4重构工单集.md:163,result,verified,,,,doctor: memory 5 / audit 3 / ledger 5 / 审计链 连续 / state 根一致,
A-UNMATCHED,大审查/混元/v3.9bootstrap_v3_v4重构工单集.md:298,result,verified,,,,最差异化的部分（账本状态机）恰恰是完全没实现的部分**——12 个包退化为 12 个文件夹 + 12 句描述,
A-UNMATCHED,大审查/混元/v4.0 bootstrap_v4_架构设计方案.md:228,method,verified,,,,"v3 的教训正是""先写了 2400 行，再补公理",
A-UNMATCHED,大审查/混元/v4.0 bootstrap_v4_架构设计方案.md:332,result,verified,,,,entries=5 importance_accum=25（期望 25）,
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:92,result,verified,,,,git gc / reflog / fsck / diff / bisect 全部现成,
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:97,method,verified,,,,"需要人侧私钥**的签名操作。② 档（粗心）从""随手加 flag""变成""必须拿出私钥",
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:119,result,verified,,,,公开方法: ['append']                       # 没有 write / delete /,
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:236,verdict,verified,,,,"从检测式转能力式 —— 唯一能终结""攻防军备竞赛""的路径**",
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:238,verdict,verified,,,,只要还是检测式，新的绕过方式就会持续出现（这次审查找到 3 种，下次还有）。能力式让这类问题**结构性消失**,
A-UNMATCHED,大审查/混元/bootstrap_完全重构_可能性空间探讨.md:251,verdict,verified,,,,在能测出差异之前，不该谈自动采纳**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:37,result,verified,,,,"每个生成的库都写着""测试 68/68""，**这个数字从未被执行结果校验过**——直接违反公理 G",
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:61,result,verified,,,,核心三件套 = 165 行 = 6.8%。**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:90,result,verified,,,,audit 是否含条目内容: False,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:114,method,verified,,,,Merkle 根锚定**内容集合**，不锚定**序列长度**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:116,verdict,verified,,,,严重性高于 guard 绕过——它打击的是审计面本身。,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:147,method,verified,,,,"`--yes` 换成 GPG 签名后，②档违规从""随手加 flag""变成""必须拿私钥",
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:201,result,verified,,,,留出集: 0.0328 → 0.8141   (均值 +0.78),
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:212,verdict,verified,,,,"这直接推翻了""先修好 eval 再谈自演化""的判断**",
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:220,result,verified,,,,w_imp=100 : 训练集 -0.6163  留出集 -0.6838,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:225,verdict,verified,,,,防作弊靠结构约束，不靠更聪明的检测。**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:237,result,verified,,,,"无门控系统报告 +0.167 的""巨大进步""，实际留出集 **−0.052（倒退）**。双门在 12 个种子中 **0 ",
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:269,result,verified,,,,自报的进步是真实的 3.7 倍。** 未失控（150 代后平台化，训练集门起了刹车），但膨胀真实且持续,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:279,result,verified,,,,**−0.2118**（12 个种子中 **7 个为负**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:281,result,verified,,,,捕获 **7/12**，平均第 **21.4** 代,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:324,result,verified,,,,50–80 条判断样本就够（τ>0.9，top1 全中）——一个下午的工作量，不是项目级投入。**,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:337,result,verified,,,,无退化，margin 只从 0.010 微降到 0.0088。,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:352,result,verified,,,,"Pareto 高出 0.107。** 档案的价值不在""记得曾经最好""，在**保留不同权衡方向的活样本",
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:377,result,verified,,,,廉价用于采纳 | **−0.2728** | 60.0 |,
A-UNMATCHED,大审查/混元/自演化推演_实验总报告.md:409,result,superseded,,,,阈值 0.80 已足够（原报告因缓存 bug 低估了检出速度）。,
