kind,from,relation_or_universes,anchor,quote_or_note
B-关系动词,REAL-X2c,replicates,大审查/衔尾蛇/reports/X2bcd_防作弊遗忘重组.md:25,方向复现（Pareto 免疫、单一受损），效应量随冲突强度放大**；但比 E16 的 0.547 vs 0.719 温和得多
B-关系动词,REAL-X2c,contradicts,大审查/衔尾蛇/reports/X2bcd_防作弊遗忘重组.md:25,遗忘的量级是**目标冲突强度的函数**，这是对 E16 的边界细化
B-关系动词,REAL-X3,replicates,大审查/衔尾蛇/reports/X3_危险矩阵.md:3,报告 E14 的最深发现在真引擎上完整复现——**评判者被腐蚀时，门控组（G4）与无门控组（G2）行为一致（采纳 8/8 vs 8/8），内部指标全绿**，唯一
B-关系动词,REAL-X3,replicates,大审查/衔尾蛇/reports/X3_危险矩阵.md:3,伪特征危险（E3）在检索域**未复现**，机制诊断清楚
B-关系动词,REAL-X3,replicates,大审查/衔尾蛇/reports/X3_危险矩阵.md:37,"相关噪声未复现 E57 的""击穿双门""（−50% 级）"
B-关系动词,REAL-ALL,refutes,大审查/衔尾蛇/reports/总报告.md:5,"全部结论来自可运行实验，报告如实登记 3 项""构造不成立""否定性结果与 9 项过程故障；规划书 v1.1 为预注册文档，判定标准执行前冻结"
B-关系动词,REAL-X3,refutes,大审查/衔尾蛇/reports/总报告.md:28,**H2 门控必要性** | **✗ 按预注册口径证伪
B-关系动词,REAL-X3,replicates,大审查/衔尾蛇/reports/总报告.md:28,评判者腐蚀通道复现 E14 核心：门控与无门控行为一致（8/8 vs 8/8）、内部全绿；锚定审计 8/8 检出 |
B-关系动词,REAL-X2c,contradicts,大审查/衔尾蛇/reports/总报告.md:30,Pareto 保留率 1.002 vs 单一 0.981（冲突系数 0.25）；
B-关系动词,REAL-ALL,refutes,大审查/衔尾蛇/reports/总报告.md:34,"H1 强成立、H2 原口径证伪但其安全实质（""存在门控挡不住的危险，需要外部锚""）由 drift 通道以更强形式成立"
B-关系动词,REAL-X2d,supersedes,大审查/衔尾蛇/reports/总报告.md:48,记忆四轴（存/更/忘/组）不独立，重组以更新为前置
B-关系动词,REAL-X3,refutes,大审查/衔尾蛇/reports/总报告.md:68,"伪特征/相关噪声两个场景的""构造不成立""是**本世界构造下的结论**，不排除更强的构造（如标签级伪相关）能复活该危险。"
B-关系动词,REAL-X3,replicates,大审查/衔尾蛇/reports/总报告.md:70,漂移注入为线性 β 外生调度，弱于 E14 的内生权重腐蚀；E14 的方向复现但量级未达其 −0.57 级
B-关系动词,REAL-X3c,replicates,大审查/衔尾蛇/reports/总报告.md:99,**E80 护栏负交互未复现**：G4 +1.2367 ≥ G2 +1.1867
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/总报告.md:100,**filter_zero=1 双世界强复现**（20/20 run，MRR 0.27–0.67→1.00）
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/总报告.md:100,E14 方向第三度复现 |
B-关系动词,REAL-X5,refutes,大审查/衔尾蛇/reports/总报告.md:104,前提（基线为负）在当前规模的真实库不成立——真实库实验的价值要等库老化或规模增长后兑现
B-关系动词,REAL-X6,motivated_by,大审查/衔尾蛇/reports/总报告.md:112,「发明新启发式 0/3，测量已有可观测量 3/3」——17 轮报告总法则的第六次独立验证
B-关系动词,REAL-X6a,replicates,大审查/衔尾蛇/reports/第三轮_X6_库内容推演.md:19,伪特征线关闭，三次记录归档（X3 原版 / X3c 复合 / X6a 尾部设计）。H2 的安全实质由 drift 通道承载（已复现）。
B-关系动词,REAL-X6c,replicates,大审查/衔尾蛇/reports/第三轮_X6_库内容推演.md:41,E32 未在真实小库复现，且方向反转**
B-关系动词,REAL-X3c,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:3,"①E80""护栏负交互""在真引擎上**未复现**——"
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:3,filter_zero=1 强复现（20/20 run，MRR 0.27–0.67 → 1.00）
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:3,w_age 病灶未复现（真实条目全新鲜，属定时炸弹）
B-关系动词,REAL-X3c,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:14,E80 检验：G4 − G2 = +0.05 → 护栏负交互未复现**（报告口径为 v4 −0.26 vs v3 −0.11
B-关系动词,REAL-X5,refutes,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:24,前提（基线 −0.55）在真实库不成立——真实库当前规模与新鲜度下，检索的主要矛盾不在参数。**
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:36,评判者腐蚀（高宣称词偏好代理）下 G2 与 G4 行为仍一致（E14 方向第三度复现）
B-关系动词,REAL-X5,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:46,限定为**合成世界+库老化前瞻**：真实库现龄未触发，filter_zero=1 才是双世界复现的强证据 |
B-关系动词,REAL-X3c,replicates,大审查/衔尾蛇/reports/补充轮_X3c复合灾难_X5真实库.md:47,维持警报但注记：本沙盒可构造范围内未复现负交互，G4 ≥ G2 |
B-关系动词,REAL-W1,replicates,大审查/衔尾蛇/reports/v3.9_法层参数与引擎修复工单.md:35,②根双库真实迁移副本（沙盒 `sandbox/lib-real` 可复现）`engine eval`：recall@5 维持 1.0、MRR ≥ 基线
B-关系动词,REAL-W3,replicates,大审查/衔尾蛇/reports/v3.9_法层参数与引擎修复工单.md:43,71 个自测只跑 9 个即静默退出（rc=1），本沙盒 X0-S2 复现。
B-关系动词,KB-INDEX,supersedes,knowledge/_index.md:12,③第二十八轮更正：对账网页端并行产出、撤回 2a、立 P-014）
B-关系动词,KB-INDEX,motivated_by,knowledge/_index.md:16,P-014 接手外来实验线先查并行产出；被否实现上加样本量不构成证据
B-关系动词,KB-INDEX,motivated_by,knowledge/_index.md:34,PT-011 对抗式验证流水线：基线+沙盒+静态数字核验+每结论一脚本+三态总表](patterns.md#pt-011) — **已验证 2 次** · 适用
B-关系动词,KB-INDEX,replicates,knowledge/_index.md:82,自演化引擎可行性论证 232 run（H1 24 种子坐实 / E14 复现 / 伪特征免疫否定性
B-关系动词,KB-D001,replicates,knowledge/decisions.md:9,三个历史项目本体留在原位，archive/2026/09/ 下各放一个 README 记录其位置、复现方式与经验回链
B-关系动词,KB-PT006,contradicts,knowledge/patterns-PT006-void.md:4,保留跳号不回收、不补录（与 T 号空洞同治理）；PT-008/PT-009 已在 v3 系列自然续用，无冲突
B-关系动词,KB-PT004,extends,knowledge/patterns.md:50,已验证 5 次（实验区空工作区变体；本区 task-001 建库；task-002/003 两轮升级；task-005 skill 化；task-006 L8 
B-关系动词,KB-PT007,supersedes,knowledge/patterns.md:76,已验证 2 次（P3-10 双标改判案；X-003「Wang 等」现行犯——在修题录错误的工单里凭记忆又写错作者，arXiv 一手核验实为 Kang 等）
B-关系动词,KB-PT011,refutes,knowledge/patterns.md:128,已验证 2 次（v1：bootstrap_v3 推演报告 26 项证实/0 项证伪；v2 2026-09-09：混元交接包复核——先复跑官方自检，再独立复算 d
B-关系动词,KB-P011,forked_from,knowledge/pitfalls.md:138,12 轮循环中 5 处手算错误（OLS 分子求和错×2、池化漏第二组、点数不满足自身门槛、守卫分支次序）全部被 selftest 门拦截，无一漏网
B-关系动词,KB-P013,refutes,knowledge/pitfalls.md:164,艾德卡结论「『像老师一般的艾德』=海莉所说」传给海莉卡后被实证推翻（实为莱纳
B-关系动词,KB-P013,contradicts,knowledge/pitfalls.md:165,传递时显式标注「待验证线索，接收方须复核」；互相矛盾的结论交给主场角色子代理当「定案任务」裁决（本轮拉古涅卡定案「戏剧观赏」归属即成功范例
B-关系动词,KB-P014,refutes,knowledge/pitfalls.md:178,2a「回滚无差稳健」被网页端 E132（+0.0795 t=4.52 / −0.0934 t=−5.76）推翻，本地该组数据仅存档不引结论
B-关系动词,KB-REFLECT,refutes,knowledge/reflections.md:59,四条被推翻的自我直觉（E14 微观版/复合变更/门控不对称论/三区定律）全部由预注册判据推翻，没有一条靠直觉自我纠正
B-关系动词,KB-TASK-001,refutes,knowledge/trajectories/2026-09-03/task-001-建库.md:21,本次全部判断有实据；三个项目的实体搬移问题已在 D-001 记录为默认不搬，用户可随时推翻
B-关系动词,KB-TASK-004,supersedes,knowledge/trajectories/2026-09-04/task-004-轰击调研.md:9,三轮 webReader 共 14 发全部命中（初记 16 发系夸大，复盘修正——真实弹药数：第一轮 6 + 第二轮 6 + 第三轮 2）
B-关系动词,KB-TASK-006,contradicts,knowledge/trajectories/2026-09-04/task-006-L8超激进档.md:19,首跑 19/21：T10 断言关键词与模板措辞不一致（「30 天豁免」vs「30 天内豁免」）→ 统一措辞；T12 卫兵只对账 skill 前缀路径 → 改为对
B-关系动词,KB-TASK-010,supersedes,knowledge/trajectories/2026-09-06/task-010-v212核验与转单.md:7,P3-10 改判**：误报 → 部分属实。content2.js:103 确认 11.5 未披露闸门执行机制；与 P1-4 同构（代码对/文档漏），按判例对齐改
B-关系动词,PART1-Z007,contradicts,knowledge/trajectories/2026-09-06/task-012-v214核验与修订令.md:7,G1 属实**：v2.1.3 核-04「T-registry（第 2 章）」实为第 3 章；T50「本工单新增」与「Z-007 预留」矛盾
B-关系动词,KB-TASK-013,contradicts,knowledge/trajectories/2026-09-06/task-013-v3重构执行.md:10,131 内容体（modules=85/packages=27/presets=11/docs=8），MODULE_MAPPING 18 键路径全校验，level
B-关系动词,KB-TASK-014,contradicts,knowledge/trajectories/2026-09-06/task-014-v31执行.md:12,verify 三态语义首次实战生效**：本轮网络受限，14 条题录如实报「未对账，不计入通过」——不再出现 v3.0 时代「离线假零不一致」的误导
B-关系动词,KB-TASK-017,supersedes,knowledge/trajectories/2026-09-06/task-017-v33执行.md:5,「先账本后根」时序——v3.2 首版 Y-001 把 ledger 放在算根之后，账本行不在根内，三处分支（append/wrapup/retire）统一修正
B-关系动词,KB-TASK-021,forked_from,knowledge/trajectories/2026-09-07/task-021-v37执行.md:4,测试 57→63 条全绿。落地：L-001 _body_for 统一单文件落盘决策点（redeliver/_deliver 分叉消灭）
B-关系动词,KB-TASK-021,replicates,knowledge/trajectories/2026-09-07/task-021-v37执行.md:5,Windows write_text CRLF 陷阱**——referee/reflect-synthesis 的 manifest 记账用 LF 哈希而盘上 
B-关系动词,KB-TASK-022,refutes,knowledge/trajectories/2026-09-07/task-022-v38执行.md:14,**渲染未全量**——v3.7 的「C-000 终章」宣称被打脸（规则只覆盖 experimental-l8/l9，漏 modules/packs instal
B-关系动词,KB-TASK-022,supersedes,knowledge/trajectories/2026-09-07/task-022-v38执行.md:35,用户判定为「审的一坨」，统合报告目录与核验脚本已整体删除（用户指令）。本条为修正记录，原追加内容保留作历史但其中「落盘」状态作废
B-关系动词,KB-TASK-022,supersedes,knowledge/trajectories/2026-09-07/task-022-v38执行.md:43,混元 BUG-001 对 render_quickref 的批评比 GLM 深（{N}/{N} 恒等式冒充测量，违反公理 G）——修正对 GLM 的部分判决；B
B-关系动词,REAL-总树,replicates,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:6,232 run，H1 在 24 种子坐实（+1.22，24/24 正），E14 门控盲区复现，锚定审计升 P0，伪特征危险在检索域被结构性免疫
B-关系动词,REAL-X3c,replicates,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:26,X3c 复合灾难档 24 run：E80 护栏负交互**未复现**（G4 +1.2367 ≥ G2 +1.1867）；唯一受损者仍是 G5 早冻结（+0.392
B-关系动词,REAL-X5,replicates,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:27,filter_zero=1 双世界强复现**（20/20 run，MRR 0.27–0.67→1.00）；w_age 病灶未触发（真实条目全新鲜）→ 定时炸弹定
B-关系动词,REAL-总树,motivated_by,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:36,新启发式 0/3 vs 测量已有量 3/3，总法则第六次独立验证
B-关系动词,DEPLOY-V39,replicates,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:45,filter_zero=1 首应用 recall@5 劣化 0.485→0.394（真实查询有零词法交叠金标，importance 通道是召回保底）；默认回撤为
B-关系动词,KB-TASK-020,motivated_by,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:79,交付 26 轮推演交接包（125 实验 / kernel.py v1 内核 / HANDOVER 交接文档 / verify 脚本），HANDOVER 指名交本
B-关系动词,KB-TASK-020,contradicts,knowledge/trajectories/2026-09-08/task-020-自演化沙盒.md:87,混元（26 轮/125 实验/离线内核）+ DeepSeek（八场景/统计协议/R1~R5 批次）+ 衔尾蛇（真引擎 280+ run/真实库）。三线独立收敛：
B-关系动词,VERIF-A1,refutes,knowledge/trajectories/2026-09-09/task-022-bootstrap对抗验证.md:6,产出证实 26 / 部分证实 3 / 已被修复 1 / 证伪 0 / 无法验证 11+，不符项 6 条（全部为报告保守偏差或版本时点差异，无夸大）
B-关系动词,VERIF-A4,replicates,knowledge/trajectories/2026-09-09/task-022-bootstrap对抗验证.md:16,barrier 20/20 轮精确复现报告 5/60=92%，natural 61%，另发现撕裂读崩溃（报告未提）
B-关系动词,KB-TASK-023,contradicts,knowledge/trajectories/2026-09-09/task-023-多AI总分析与自演化循环.md:25,梯度定律（门控假采纳率=局部信噪比单调函数，0.85→0.59→0.16 跨世界稳定）是 C6 矛盾的机制层候选解释，待真实数据复检
B-关系动词,KB-TASK-024,supersedes,knowledge/trajectories/2026-09-09/task-024-混元实验接手.md:12,P0-1 strict 反转（漂移下有害 t=−2.60）；P0-2 回滚分臂（rollback_then_evolve 显著有害 t=−2.37 新发现）；P
B-关系动词,KB-TASK-024,motivated_by,knowledge/trajectories/2026-09-09/task-024-混元实验接手.md:21,v2 包缺第二十七轮 4 个脚本（报告引用了但没打包）——接手外来包先验「报告引用的脚本在包内可找到」再开工
B-关系动词,KB-TASK-024,contradicts,knowledge/trajectories/2026-09-09/task-024-混元实验接手.md:30,回退价值取决于退化原因且符号相反（corrupt +0.179 t=9.14 / drift −0.080 t=−4.52），解药判别式回退，kernel PA
B-关系动词,KB-TASK-024,supersedes,knowledge/trajectories/2026-09-09/task-024-混元实验接手.md:32,撤回：本地报告 2a「rollback 无收益稳健」（基于被否的 exp27 缺陷实现，44 种子只是噪声镀金）
B-关系动词,KB-TASK-024,refutes,knowledge/trajectories/2026-09-09/task-024-迷深角色卡审查.md:21,P-013：跨子代理线索传递造成错误传染（海莉卡推翻艾德卡 V-08 等 3 起）
B-关系动词,SIM-HANDOVER-ACCEPT,motivated_by,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:10,"交接无损 —— 可以开始工作""；内核 PASS 27 / FAIL 0"
B-关系动词,SIM-HANDOVER-ACCEPT,contradicts,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:11,zip↔解包 87 文件逐字节一致 | ✅ | 0 不一致（首轮 87 全不符系**我方复核脚本路径双叠**，非包损坏
B-关系动词,SIM-HANDOVER-ACCEPT,supersedes,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:12,CP437 乱码文件名修正 | ✅ | 90/90 条目名恢复
B-关系动词,SIM-HANDOVER-ACCEPT,refutes,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:25,"HANDOVER 自述核心方法论与我方第六次验证的总法则同调：""证伪比证实容易，负面清单比收益数字稳健；未经检验的直觉准确率约 50%"
B-关系动词,SIM-HANDOVER-ACCEPT,replicates,大审查/混元/混元交接验收报告-衔尾蛇线验收.md:33,独立收敛点 | 两级门控/锚定不衰减/实测重要度/停摆=零采纳/预算门槛 | 同左（真引擎复现）
B-关系动词,SIM-E133,contradicts,大审查/混元/HANDOVER-ZCode线-20260909.md:50,回退价值取决于退化原因，**符号相反** | corrupt +0.179 (t=9.14) / drift −0.080 (t=−4.52) | 28 轮 E
B-关系动词,SIM-E12,refutes,大审查/混元/bootstrap_自演化推演_第三轮.md:80,"第一次跑时 stuck 被 12/12 误判为 converged。原因是**我用宽松准入去构造""卡住""，而宽松准入自己就能逃出低谷**——判别器没错，是我的构"
B-关系动词,SIM-E14C,contradicts,大审查/混元/bootstrap_自演化推演_第三轮.md:215,判断样本只追加、带 ts、近因加权**（冲突判断靠衰减而非删除
B-关系动词,SIM-E16,refutes,大审查/混元/bootstrap_自演化推演_第四轮.md:106,"反而略低于纯 Pareto（0.7188），在本实验规模下差异在噪声内，不能得出""复测有效""的结论。**这一条暂不成立，待更大样本验证。**"
B-关系动词,SIM-E14C,refutes,大审查/混元/bootstrap_自演化推演_第四轮.md:244,**近因加权是毒** | **第三轮建议在漂移下放大污染** | **自我证伪**
B-关系动词,SIM-E14,supersedes,大审查/混元/bootstrap_自演化推演_第五轮.md:23,修正后**：`α=0.10 真实 −0.5663 / 起点 0.2594`（**自报 +1.50，真实 −0.83**）
B-关系动词,SIM-E21,refutes,大审查/混元/bootstrap_自演化推演_第五轮.md:106,在本实验规模下结果相同，设计未能区分二者，该结论暂不成立。
B-关系动词,SIM-E14,supersedes,大审查/混元/bootstrap_自演化推演_第五轮.md:239,修正后：自报 +1.50，真实 −0.83** | **决定性**
B-关系动词,SIM-R06,refutes,大审查/混元/bootstrap_自演化推演_第六轮.md:4,2 条建议被推翻、1 条主张未获证实、1 条假设被证实且比预期更危险
B-关系动词,SIM-E27,supersedes,大审查/混元/bootstrap_自演化推演_第六轮.md:126,"回滚几乎没有收益**（+0.0238 vs +0.0221，在噪声内），而""回滚后继续""反而更差。"
B-关系动词,SIM-E27,supersedes,大审查/混元/bootstrap_自演化推演_第六轮.md:128,本实验的回滚实现**作弊了**（用真实效用挑选历史最优点），即便如此也只得到 +0.0238
B-关系动词,SIM-E27,supersedes,大审查/混元/bootstrap_自演化推演_第六轮.md:134,"E27 未能证明""可回滚""能挽回漂移损失。** 这不代表回滚无用（在配置被明确污染时它仍是唯一出路），但**不应把它当作漂移的主要应对手段**——E26 的重锚"
B-关系动词,SIM-E24,supersedes,大审查/混元/bootstrap_自演化推演_第六轮.md:197,幸好数字完全一致得太可疑，回查发现了 bug。** 修正后的 E24c 才得到真正的结论（bootstrap + 自由 margin = −0.055，最差组合
B-关系动词,SIM-R06,refutes,大审查/混元/bootstrap_自演化推演_第六轮.md:217,七次自我推翻。** 这个记录本身比任何单条结论都更能说明这套方法的价值——**每一轮都在用实验检验上一轮的直觉，而直觉的准确率大约是一半。**
B-关系动词,SIM-E31,replicates,大审查/混元/bootstrap_自演化推演_第七轮.md:137,"留出集膨胀 3.7 倍""在本实验中没有复现**"
B-关系动词,SIM-E31,replicates,大审查/混元/bootstrap_自演化推演_第七轮.md:141,本实验未能确定最优轮换节奏，E8 的膨胀效应也未在此规模下复现。** 这是一个**未完成**的实验，不应写入红线。若要做实，需要更大的任务池与更长的演化。
B-关系动词,SIM-R07,refutes,大审查/混元/bootstrap_自演化推演_第七轮.md:168,"未独立验证""的建议，推翻率很高（约 5/7）。**"
B-关系动词,SIM-E35,replicates,大审查/混元/bootstrap_自演化推演_第八轮.md:105,膨胀依然没有复现**（最大 +0.006，多数为负）。
B-关系动词,SIM-E38,refutes,大审查/混元/bootstrap_自演化推演_第九轮.md:85,标注条数与终局效用的关系在本实验中不单调**（20 条 +0.096 > 50 条 +0.015）。这与 E9（样本越多 τ 越高）矛盾，原因是本实验的终局效用
B-关系动词,SIM-E40,supersedes,大审查/混元/bootstrap_自演化推演_第九轮.md:165,修正后的架构在无漂移时比 v3 好 41%，**在有漂移时 v3 退化到 −0.112（不如不演化），而修正后架构保持 +0.149**
B-关系动词,SIM-E27,supersedes,大审查/混元/bootstrap_自演化推演_第九轮.md:192,"可回""必须靠重锚而非回滚（E27 已证回滚无效）。"
B-关系动词,SIM-E45,supersedes,大审查/混元/bootstrap_自演化推演_第十轮.md:135,修正后：56/56（四类各 14/14）
B-关系动词,SIM-E51,contradicts,大审查/混元/bootstrap_自演化推演_第十一轮.md:116,剔除矛盾样本收益极小（≤0.019）且随冲突率上升而衰减，在无冲突时反而损害 0.037。**
B-关系动词,SIM-E51,contradicts,大审查/混元/bootstrap_自演化推演_第十一轮.md:118,结论：不推荐做矛盾剔除。**
B-关系动词,SIM-R11,motivated_by,大审查/混元/bootstrap_自演化推演_第十一轮.md:162,"设计的启发式补救，成功率很低；基于""增加可观测量""的方案（E32 实测采纳率、E44 监控器、E50 精度探针）成功率高。**"
B-关系动词,SIM-E55,contradicts,大审查/混元/bootstrap_自演化推演_第十二轮.md:86,欺骗地形列与 E42_E7 的结论相反**：那里宽松准入 9/12 到达全局最优、严格 0/12；这里**严格（tol=0）最好（+0.104），宽松（tol≥
B-关系动词,SIM-E59,replicates,大审查/混元/bootstrap_自演化推演_第十三轮.md:79,"等预算下多主线的收益不确定。** 12 个种子在此操作点的噪声较大（±0.05），本实验不足以给出可靠推荐。E48 的""多岛 +29%""在等预算下**未被复现*"
B-关系动词,SIM-E65,replicates,大审查/混元/bootstrap_自演化推演_第十四轮.md:106,唯一可信的是 `margin_large`（+0.1525）**——它复现了 E29b：margin 过大导致完全停摆（+0.0000 = 零采纳）。
B-关系动词,SIM-R14,motivated_by,大审查/混元/bootstrap_自演化推演_第十四轮.md:157,"全部是""测量/利用已有的量""，没有一个是""发明一个新启发式"
B-关系动词,SIM-E77,contradicts,大审查/混元/bootstrap_自演化推演_第十七轮.md:44,安全性与性能在这里不冲突。** 唯一有代价
B-关系动词,SIM-E67,contradicts,大审查/混元/bootstrap_自演化推演_第十五轮.md:51,伪特征场景下，开护栏反而略差（−0.0065）。** 这与 E3（留出集门防过拟合）矛盾。
B-关系动词,SIM-WO-V38,contradicts,大审查/混元/v3.8bootstrap_v3_修复工单.md:443,"不做任何篡改，doctor 就报""根不一致""**。而 doctor 输出是""五态全一致 / 差异等用户裁决""——正常操作被标记成可疑，长期看会摧毁这个信号的公信"
B-关系动词,SIM-WO-V38,contradicts,大审查/混元/v3.8bootstrap_v3_修复工单.md:624,16 hex = 64bit，生日碰撞界 2^32；与 state 中 256bit Merkle 根口径不一致。漂移检测实际只靠 64bit。
B-关系动词,SIM-WO-V38,forked_from,大审查/混元/v3.8bootstrap_v3_修复工单.md:1029,跨月哈希链续接**：`chain_append` 的 `prev_override` 仅在目录为空时生效（防分叉），语义正确
B-关系动词,SIM-SUM,refutes,大审查/混元/自演化推演_实验总报告.md:15,公理 D（双平面）物理上不成立——审计链不含 payload，系统是四条平行真相。截断攻击完全检不出
B-关系动词,SIM-E1,refutes,大审查/混元/自演化推演_实验总报告.md:212,"这直接推翻了""先修好 eval 再谈自演化""的判断**"
B-关系动词,SIM-E18,contradicts,大审查/混元/自演化推演_实验总报告.md:471,"直接搬比从零还差（−0.083）。** 与""预训练→微调""的直觉相反——因为任务分布随机、无共享结构。"
B-关系动词,SIM-E14,supersedes,大审查/混元/自演化推演_实验总报告.md:487,**缓存 key 用 `id(entries)`** | Python `id()` 在对象被 GC 后会被复用，导致不同世界的特征串味 | **E14 原始数
B-关系动词,SIM-SUM14,refutes,大审查/混元/自演化推演_实验总报告-14轮后.md:3,66 个实验** + 3 个架构原型 + **17 次实验设计失败记录** + **14 次自我推翻
B-关系动词,SIM-SUM14,refutes,大审查/混元/自演化推演_实验总报告-14轮后.md:18,"11 条""听起来合理""的方案被证伪"
B-关系动词,SIM-E40,supersedes,大审查/混元/自演化推演_实验总报告-14轮后.md:20,v3 退化到 **−0.1124（不如不演化）**，修正后架构保持 **+0.1492**。差 0.26
B-关系动词,SIM-E24,supersedes,大审查/混元/自演化推演_实验总报告-14轮后.md:616,"任何影响""是否被采纳""的参数必须冻结，或只能朝更严格方向演化**（E24 修正 E10）"
B-关系动词,SIM-SUM14,supersedes,大审查/混元/自演化推演_实验总报告-14轮后.md:747,层次化归并 · 近因加权 · 剔除矛盾样本 · 1/5 自适应步长 · 简单恢复解冻 · 回滚 · 元参数开放 · Δ分布自标定 margin · 跨库迁移 ·
B-关系动词,SIM-SUM23,refutes,大审查/混元/自演化推演_实验总报告23轮后.md:3,110 个实验** + 3 个架构原型 + **21 次实验设计失败记录** + **20 次自我推翻
B-关系动词,SIM-E92,supersedes,大审查/混元/自演化推演_实验总报告23轮后.md:856,只有加了 A 轮修正（盲评 + 真值审计 + 探针轮换）的配置为正。**
B-关系动词,SIM-SUM23,refutes,大审查/混元/自演化推演_实验总报告23轮后.md:874,**证伪比证实容易**。
B-关系动词,SIM-SUM25,refutes,大审查/混元/自演化推演_实验总报告25轮后.md:3,120 个实验** + 3 个架构原型 + **21 次实验设计失败记录** + **23 次自我推翻
B-关系动词,SIM-E115,contradicts,大审查/混元/自演化推演_实验总报告25轮后.md:284,v4-B +0.053 < v4-A +0.069**（与 E108 相反） |
B-关系动词,SIM-METH,refutes,大审查/混元/自演化推演_方法论总结.md:3,二十四轮、115 个实验、21 次实验设计失败、22 次自我推翻的完整沉淀。
B-关系动词,SIM-METH,motivated_by,大审查/混元/自演化推演_方法论总结.md:76,一句话**：不要发明新启发式，去测量已经在那里但没人看的东西。
B-关系动词,SIM-E89,supersedes,大审查/混元/自演化推演_方法论总结.md:184,虚假地高达 93%。修正（sigmoid 映射）后降到 74%。
B-关系动词,SIM-METH,refutes,大审查/混元/自演化推演_方法论总结.md:408,我推翻了自己 22 次，直觉准确率约一半。
B-关系动词,SIM-PROTO,refutes,大审查/混元/离线实验总纲_从零复现.md:7,26 轮推演 · 125 个实验 · 23 次实验设计失败 · 24 次自我推翻 · 约 7200 行实验代码
B-关系动词,SIM-PROTO,refutes,大审查/混元/离线实验总纲_从零复现.md:29,直觉准确率约 50%**——我推翻了自己 24 次 |
B-关系动词,SIM-E16,contradicts,大审查/混元/任务报告.md:176,"**未获证实**：两者差 0.0004，在噪声内。与报告 E16 相反——本世界的""目标切换""没有构造出真实的"
B-关系动词,SIM-TASK,replicates,大审查/混元/任务报告.md:124,reward hacking 完整复现**：无门控系统把 recall 从 0.490 打到 **0.075**（几乎全错）
B-关系动词,SIM-E64,replicates,大审查/混元/任务报告.md:192,"预算 < 150 时终局为负""未复现**"
B-关系动词,SIM-TASK,replicates,大审查/混元/任务报告.md:203,**未拦截**，复现报告 P0-2 |
B-关系动词,SIM-TASK,refutes,大审查/混元/任务报告.md:225,"原预注册判据是""ΔU 显著下降 / 转负""，实测不成立，"
B-关系动词,PART2-DIRECTION,refutes,大审查/directions.csv:5,"证伪,红队轮或主动证伪档案中已有结论"
B-关系动词,PART2-METACHECK,refutes,大审查/meta_check.csv:5,"4,2,DD,""0.45,0.5"",""1,0"",0,证伪/证伪,6000,1,1:1,0.3004,1,2,0,0,,0,"
B-关系动词,PART2-METACHECK,refutes,大审查/meta_check.csv:8,"7,2,DD,""0.55,0.45"",""0,0"",0,证伪/证伪,2512,1,0:2,,0,2,0,0,,0,"
B-关系动词,PART2-METACHECK,refutes,大审查/meta_check.csv:13,"12,2,DD,""0.35,0.7"",""0,1"",0,证伪/跨库,9000,1,1:1,0.4253,0,2,0,0,,0,"
B-关系动词,PART2-METALOG,replicates,大审查/meta_log.csv:4,"3,3,LLL,""0.75,0.65,0.6"",""1,0,0"",0,机制/机制/机制,15000,1,1:2,0.3806,0,3,0,0,,0,先锁后跑纪律恢"
B-关系动词,PART2-METALOG,refutes,大审查/meta_log.csv:5,"4,2,DD,""0.45,0.5"",""1,0"",0,证伪/证伪,6000,1,1:1,0.3004,1,2,0,0,,0,红队预演:吸收论边界坐实但门控不对称反"
B-关系动词,PART2-METALOG,refutes,大审查/meta_log.csv:7,"6,2,RR,""0.6,0.7"",""0,0"",0,机制/机制,10000,1,1:1,0.1760,0,2,0,0,,0,REVIEW-DRIVEN首战双INC"
